Gene,description
K18785,"beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]"
K18786,cellobionic acid phosphorylase [EC:2.4.1.321]
K18798,peroxisome-assembly ATPase [EC:3.6.4.7]
K18800,2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
K18802,glutamine amidotransferase
K18814,putative inorganic carbon (hco3(-)) transporter
K18816,aminoglycoside 6--N-acetyltransferase I [EC:2.3.1.82]
K18820,oligosaccharide 4-alpha-D-glucosyltransferase [EC:2.4.1.161]
K18824,dihydropteroate synthase type 2 [EC:2.5.1.15]
K18828,tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
K18829,antitoxin VapB
K18831,HTH-type transcriptional regulator / antitoxin HigA
K18833,"MFS transporter, DHA3 family, multidrug efflux protein"
K18842,antitoxin ChpS
K18843,antitoxin HicB
K18844,spectinomycin phosphotransferase
K18845,16S rRNA (guanine(1405)-N(7))-methyltransferase [EC:2.1.1.179]
K18849,25S rRNA (adenine2142-N1)-methyltransferase [EC:2.1.1.286]
K18850,50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
K18851,diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122]
K18853,dihydromethanopterin reductase (acceptor) [EC:1.5.99.15]
K18855,UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]
K18882,DNA primase large subunit
K18887,"ATP-binding cassette, subfamily B, multidrug efflux pump"
K18888,"ATP-binding cassette, subfamily B, multidrug efflux pump"
K18889,"ATP-binding cassette, subfamily B, multidrug efflux pump"
K18890,"ATP-binding cassette, subfamily B, multidrug efflux pump"
K18893,"ATP-binding cassette, subfamily B, multidrug efflux pump"
K18896,glycine/sarcosine N-methyltransferase [EC:2.1.1.156]
K18897,sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]
K18900,"LysR family transcriptional regulator, regulator for bpeEF and oprC"
K18903,"outer membrane protein, multidrug efflux system"
K18904,"outer membrane protein, multidrug efflux system"
K18905,"TetR/AcrR family transcriptional regulator, repressor of the ameABC operon"
K18908,multidrug efflux pump
K18910,D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]
K18911,L-histidine Nalpha-methyltransferase [EC:2.1.1.44]
K18912,gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]
K18914,adrenodoxin-NADP+ reductase [EC:1.18.1.6]
K18916,phosphonate dehydrogenase [EC:1.20.1.1]
K18917,mycoredoxin [EC:1.20.4.3]
K18918,"RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB"
K18923,antitoxin StbD
K18928,L-lactate dehydrogenase complex protein LldE
K18929,L-lactate dehydrogenase complex protein LldF
K18930,D-lactate dehydrogenase
K18933,tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]
K18939,"TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor"
K18940,"two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]"
K18942,T4virus DNA polymerase [EC:2.7.7.7]
K18943,DNA polymerase processivity component
K18944,sliding clamp loader
K18945,sliding clamp loader
K18946,single-stranded DNA-binding protein
K18947,ATP-dependent helicase
K18948,DNA primase
K18949,protein Gp59
K18950,ribonuclease H [EC:3.1.26.4]
K18951,DNA ligase [EC:6.5.1.1]
K18954,"AraC family transcriptional regulator, transcriptional activator of pobA"
K18955,"WhiB family transcriptional regulator, redox-sensing transcriptional regulator"
K18958,"WhiB family transcriptional regulator, redox-sensing transcriptional regulator"
K18959,ATP-dependent DNA helicase UvsW [EC:3.6.4.12]
K18960,recombination endonuclease VII
K18964,Herpesvirus DNA polymerase catalytic subunit [EC:2.7.7.7]
K18967,diguanylate cyclase [EC:2.7.7.65]
K18968,diguanylate cyclase [EC:2.7.7.65]
K18979,epoxyqueuosine reductase [EC:1.17.99.6]
K18981,uronate dehydrogenase [EC:1.1.1.203]
K18982,D-galactarolactone isomerase [EC:5.4.1.4]
K18983,D-galactarolactone cycloisomerase [EC:5.5.1.27]
K18988,serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]
K18989,multidrug efflux pump
K18990,"membrane fusion protein, multidrug efflux system"
K18991,"AraC family transcriptional regulator, activator of mtrCDE"
K18996,replication initiation protein RepC
K18997,chaperone modulatory protein CbpM
K19000,Rho-binding antiterminator
K19002,"1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]"
K19003,"1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]"
K19005,lipoteichoic acid synthase [EC:2.7.8.20]
K19022,AP-5 complex subunit beta-1
K19032,30S ribosomal protein 3
K19033,30S ribosomal protein S31
K19036,ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13]
K19046,CRISPR system Cascade subunit CasB
K19048,toxic protein SymE
K19049,chondroitin AC lyase [EC:4.2.2.5]
K19051,heparin/heparan-sulfate lyase [EC:4.2.2.7 4.2.2.8]
K19054,frataxin [EC:1.16.3.1]
K19055,Ala-tRNA(Pro) deacylase [EC:3.1.1.-]
K19057,"MerR family transcriptional regulator, mercuric resistance operon regulatory protein"
K19058,mercuric ion transport protein
K19059,mercuric ion transport protein
K19064,lysine 6-dehydrogenase [EC:1.4.1.18]
K19068,"UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]"
K19073,divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75]
K19076,CRISPR-associated protein Cmr2
K19091,CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]
K19092,toxin ParE1/3/4
K19113,acetyltransferase [EC:2.3.1.-]
K19114,CRISPR-associated protein Csh1
K19115,CRISPR-associated protein Csh2
K19116,CRISPR-associated protein Cas5h
K19117,CRISPR-associated protein Csd1
K19118,CRISPR-associated protein Csd2
K19119,CRISPR-associated protein Cas5d
K19123,CRISPR system Cascade subunit CasA
K19124,CRISPR system Cascade subunit CasC
K19125,CRISPR system Cascade subunit CasD
K19126,CRISPR system Cascade subunit CasE
K19127,CRISPR-associated protein Csy1
K19128,CRISPR-associated protein Csy2
K19129,CRISPR-associated protein Csy3
K19130,CRISPR-associated endonuclease Csy4 [EC:3.1.-.-]
K19131,CRISPR-associated protein Csb1
K19132,CRISPR-associated protein Csb2
K19134,CRISPR-associated protein Csx10
K19135,CRISPR-associated protein Csx14
K19136,CRISPR-associated protein Csx17
K19138,CRISPR-associated protein Csm2
K19139,CRISPR-associated protein Csm4
K19140,CRISPR-associated protein Csm5
K19141,CRISPR-associated protein Cmr5
K19142,CRISPR-associated protein Cmr6
K19147,5-methylcytosine-specific restriction enzyme subunit McrC
K19155,toxin YhaV [EC:3.1.-.-]
K19156,antitoxin PrlF
K19157,mRNA interferase YafQ [EC:3.1.-.-]
K19158,toxin YoeB [EC:3.1.-.-]
K19159,antitoxin YefM
K19161,antitoxin YafN
K19163,toxin CcdB
K19164,antitoxin CcdA
K19165,antitoxin Phd
K19166,mRNA interferase HigB [EC:3.1.-.-]
K19167,protein AbiQ
K19168,toxin CptA
K19169,DNA sulfur modification protein DndB
K19170,DNA sulfur modification protein DndC
K19171,DNA sulfur modification protein DndD
K19172,DNA sulfur modification protein DndE
K19173,DNA phosphorothioation-dependent restriction protein DptF
K19174,DNA phosphorothioation-dependent restriction protein DptG
K19175,DNA phosphorothioation-dependent restriction protein DptH
K19176,fatty acid amide hydrolase 2 [EC:3.5.1.99]
K19181,"1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]"
K19189,"2,6-dihydroxypyridine 3-monooxygenase [EC:1.14.13.10]"
K19200,isopenicillin-N N-acyltransferase like protein
K19221,cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K19222,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"
K19223,peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]
K19225,rhomboid protease GluP [EC:3.4.21.105]
K19226,cationic peptide transport system substrate-binding protein
K19227,cationic peptide transport system permease protein
K19228,cationic peptide transport system permease protein
K19229,cationic peptide transport system ATP-binding protein
K19230,cationic peptide transport system ATP-binding protein
K19231,fibronectin-binding autotransporter adhesin
K19233,ECM component-binding autotransporter adhesin
K19243,NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]
K19244,alanine dehydrogenase [EC:1.4.1.1]
K19265,L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
K19267,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K19268,methylaspartate mutase epsilon subunit [EC:5.4.99.1]
K19270,mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]
K19271,chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]
K19272,aminoglycoside 3--phosphotransferase I [EC:2.7.1.95]
K19285,FMN reductase (NADPH) [EC:1.5.1.38]
K19290,mannuronan synthase [EC:2.4.1.33]
K19291,mannuronan synthase [EC:2.4.1.33]
K19292,alginate biosynthesis protein AlgK
K19293,alginate biosynthesis protein AlgX
K19294,alginate O-acetyltransferase complex protein AlgI
K19295,alginate O-acetyltransferase complex protein AlgJ
K19296,alginate O-acetyltransferase complex protein AlgF
K19302,undecaprenyl-diphosphatase [EC:3.6.1.27]
K19303,murein DD-endopeptidase [EC:3.4.-.-]
K19304,murein DD-endopeptidase [EC:3.4.24.-]
K19306,18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309]
K19307,25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313]
K19311,lipase [EC:3.1.1.-]
K19323,ataxin-10
K19333,"IclR family transcriptional regulator, KDG regulon repressor"
K19334,biofilm protein TabA
K19336,cyclic-di-GMP-binding biofilm dispersal mediator protein
K19337,"RpiR family transcriptional regulator, carbohydrate utilization regulator"
K19338,"LysR family transcriptional regulator, nitrogen assimilation regulatory protein"
K19339,"NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator"
K19342,copper chaperone NosL
K19348,meckelin
K19350,lincosamide and streptogramin A transport system ATP-binding/permease protein
K19353,heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]
K19355,"mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
K19360,nephrocystin-3
K19363,lipopolysaccharide-induced tumor necrosis factor-alpha factor
K19367,maspardin
K19405,protein arginine kinase [EC:2.7.14.1]
K19411,protein arginine kinase activator
K19416,modulator of FtsH protease
K19419,transmembrane protein EpsG
K19424,glycosyltransferase EpsF [EC:2.4.-.-]
K19426,pyruvyl transferase EpsI [EC:2.-.-.-]
K19428,sugar transferase EpsL [EC:2.-.-.-]
K19429,acetyltransferase EpsM [EC:2.3.1.-]
K19430,pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]
K19476,vacuolar protein sorting-associated protein IST1
K19510,fructoselysine-6-phosphate deglycase
K19513,protein CLEC16A
K19519,transforming growth factor-beta-induced protein
K19530,junctophilin
K19545,lincosamide nucleotidyltransferase A/C/D/E
K19560,pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K19564,choline transport protein
K19572,adenosine deaminase CECR1 [EC:3.5.4.4]
K19573,alpha-tubulin N-acetyltransferase 1 [EC:2.3.1.108]
K19577,"MFS transporter, DHA1 family, inner membrane transport protein"
K19588,"2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
K19591,"MerR family transcriptional regulator, copper efflux regulator"
K19611,ferric enterobactin receptor
K19613,leucine-rich repeat protein SHOC2
K19620,extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein
K19623,"two-component system, probable response regulator PhcQ"
K19640,"putative two-component system protein, hydrogenase maturation factor HypX/HoxX"
K19641,"two-component system, NtrC family, response regulator HupR/HoxA"
K19670,phosphonoacetate hydrolase [EC:3.11.1.2]
K19672,intraflagellar transport protein 140
K19678,intraflagellar transport protein 80
K19679,intraflagellar transport protein 74
K19682,intraflagellar transport protein 46
K19683,tetratricopeptide repeat protein 30
K19686,ribonuclease VapC [EC:3.1.-.-]
K19687,antitoxin VapB
K19689,aminopeptidase [EC:3.4.11.-]
K19693,"AraC family transcriptional regulator, chitin signaling transcriptional activator"
K19694,"two-component system, sensor histidine kinase ChiS"
K19696,5--methylthioinosine phosphorylase [EC:2.4.2.44]
K19701,aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]
K19702,aminopeptidase S [EC:3.4.11.24]
K19707,sigma-B regulation protein RsbQ
K19710,ATP adenylyltransferase [EC:2.7.7.53]
K19712,adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]
K19713,thiosulfate dehydrogenase [EC:1.8.2.2]
K19714,3-deoxy-alpha-D-manno-octulosonate 8-oxidase [EC:1.1.3.48]
K19715,"8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase [EC:2.6.1.109]"
K19731,"LuxR family transcriptional regulator, quorum-sensing system regulator CciR"
K19732,"LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids"
K19736,"TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"
K19742,1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.49]
K19744,L-arginine dehydrogenase [EC:1.4.1.25]
K19745,acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
K19746,D-arginine dehydrogenase [EC:1.4.99.6]
K19752,"dynein assembly factor 3, axonemal"
K19754,dynein regulatry complex protein 1
K19755,radial spoke head protein 1
K19760,dynein assembly factor with WDR repeat domains 1
K19761,gamma-glutamylaminecyclotransferase [EC:2.3.2.-]
K19776,"GntR family transcriptional regulator, galactonate operon transcriptional repressor"
K19784,"chromate reductase, NAD(P)H dehydrogenase (quinone)"
K19785,nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
K19789,DNA repair protein RadD
K19793,(5-formylfuran-3-yl)methyl phosphate transaminase [EC:2.6.1.108]
K19794,barbiturase [EC:3.5.2.1]
K19795,ureidomalonase [EC:3.5.1.95]
K19802,L-Ala-D/L-Glu epimerase [EC:5.1.1.20]
K19804,lipopolysaccharide assembly protein B
K19810,"L-lysine 2,3-aminomutase [EC:5.4.3.-]"
K19823,nitroalkane oxidase [EC:1.7.3.1]
K19832,nitric oxide-associated protein 1
K19841,protein STE50
K19882,O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]
K19947,F-actin monooxygenase [EC:1.14.13.225]
K19954,alcohol dehydrogenase [EC:1.1.1.-]
K19956,L-sorbose 1-phosphate reductase [EC:1.1.1.-]
K19966,3-sulfinopropanoyl-CoA desulfinase [EC:3.13.1.4]
K19967,D-threonine aldolase [EC:4.1.2.42]
K19969,2-epi-5-epi-valiolone synthase [EC:4.2.3.152]
K19979,2-epi-5-epi-valiolone 7-kinase [EC:2.7.1.188]
K19997,GlcNAc-P-P-Und epimerase [EC:5.1.3.26]
K20024,monoglucosyldiacylglycerol epimerase [EC:5.1.3.34]
K20032,palmitoyltransferase ZDHHC13/17 [EC:2.3.1.225]
K20034,3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]
K20035,3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]
K20036,(methylthio)acryloyl-CoA hydratase [EC:4.2.1.155]
K20069,adaptin ear-binding coat-associated protein 1/2
K20074,PPM family protein phosphatase [EC:3.1.3.16]
K20103,ATP-dependent RNA helicase DDX60 [EC:3.6.4.13]
K20115,"[pyruvate, phosphate dikinase]-phosphate phosphotransferase / [pyruvate, phosphate dikinase] kinase [EC:2.7.4.27 2.7.11.32]"
K20148,acetylacetone-cleaving enzyme [EC:1.13.11.50]
K20151,"alpha(1,3/1,4) fucosyltransferase [EC:2.4.1.65 2.4.1.152]"
K20178,vacuolar protein sorting-associated protein 8
K20215,diphthine synthase [EC:2.1.1.98]
K20238,sphingolipid C9-methyltransferase [EC:2.1.1.317]
K20249,acyl homoserine lactone synthase [EC:2.3.1.184]
K20257,2-aminobenzoylacetyl-CoA thioesterase [EC:3.1.2.32]
K20265,glutamate:GABA antiporter
K20266,type IV secretion system protein TrbJ
K20268,rhizosphere induced protein
K20274,zinc metalloprotease ZmpB
K20276,large repetitive protein
K20280,trafficking protein particle complex subunit 5
K20295,conserved oligomeric Golgi complex subunit 8
K20298,vacuolar protein sorting-associated protein 52
K20301,trafficking protein particle complex subunit 2
K20302,trafficking protein particle complex subunit 3
K20304,trafficking protein particle complex subunit 6
K20307,trafficking protein particle complex subunit 10
K20310,trafficking protein particle complex subunit 13
K20326,protein XagA
K20327,glycosyltransferase XagB
K20329,"IclR family transcriptional regulator, positive regulator for flagellar biogenesis"
K20331,toxoflavin synthase [EC:2.1.1.349]
K20333,toxoflavin biosynthesis protein ToxD
K20344,"ATP-binding cassette, subfamily C, bacteriocin exporter"
K20345,"membrane fusion protein, peptide pheromone/bacteriocin exporter"
K20353,COPII coat assembly protein SEC16
K20362,protein transport protein YIF1
K20363,protein YIPF5/7
K20367,endoplasmic reticulum-Golgi intermediate compartment protein 3
K20368,protein cornichon
K20370,phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38]
K20372,TBC1 domain family member 20
K20403,TELO2-interacting protein 1
K20424,2-epi-valiolone-7-phosphate 1-reductase [EC:1.1.1.-]
K20447,nicotinate dehydrogenase large molybdopterin subunit [EC:1.17.1.5]
K20449,6-hydroxynicotinate reductase [EC:1.3.7.1]
K20454,"2,3-dimethylmalate lyase [EC:4.1.3.32]"
K20455,2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]
K20468,putative heme transporter
K20469,putative heme transporter
K20470,trehalose monomycolate/heme transporter
K20477,RAB6A-GEF complex partner protein 2
K20483,lantibiotic biosynthesis protein
K20484,lantibiotic biosynthesis protein
K20493,leucine-rich repeat-containing protein 16
K20497,methyl-branched lipid omega-hydroxylase [EC:1.14.15.14]
K20498,D-serine ammonia-lyase [EC:4.3.1.18]
K20509,carboxybiotin decarboxylase [EC:7.2.4.1]
K20523,SH3 domain-containing YSC84-like protein 1
K20525,oligo-alginate lyase [EC:4.2.2.26]
K20526,transgelin
K20527,type IV secretion system protein TrbB [EC:7.4.2.8]
K20528,type IV secretion system protein TrbC
K20529,type IV secretion system protein TrbD
K20530,type IV secretion system protein TrbE [EC:7.4.2.8]
K20531,type IV secretion system protein TrbF
K20532,type IV secretion system protein TrbG
K20533,type IV secretion system protein TrbI
K20534,polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]
K20539,"IclR family transcriptional regulator, blcABC operon repressor"
K20541,cellulose synthase operon protein B
K20542,endoglucanase [EC:3.2.1.4]
K20543,cellulose synthase operon protein C
K20608,tetrahedral aminopeptidase [EC:3.4.11.-]
K20609,putative aminopeptidase [EC:3.4.11.-]
K20742,gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
K20761,thiocyanate hydrolase subunit beta [EC:3.5.5.8]
K20762,thiocyanate hydrolase subunit gamma [EC:3.5.5.8]
K20781,peptidyl serine alpha-galactosyltransferase [EC:2.4.1.-]
K20784,arabinosyltransferase [EC:2.4.2.-]
K20794,N-alpha-acetyltransferase 40 [EC:2.3.1.257]
K20798,small RNA 2--O-methyltransferase [EC:2.1.1.-]
K20807,nitrile hydratase subunit beta [EC:4.2.1.84]
K20810,aminodeoxyfutalosine deaminase [EC:3.5.4.40]
K20814,Pup amidohydrolase [EC:3.5.1.119]
K20844,non-reducing end alpha-L-arabinofuranosidase [EC:3.2.1.55]
K20860,FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
K20862,FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
K20866,glucose-1-phosphatase [EC:3.1.3.10]
K20872,NIMA (never in mitosis gene a)-related kinase 2 [EC:2.7.11.1]
